GexfID,Title,IMDB_id,ReleaseDate,Transitivity,Genre,Slug,WeightedDegree,Modularity,PathLength,Diameter,ClusteringCoefficient,ConnectedComponents,Density,Edges,Characters
138,Blow,tt0221027,2001,0.265390585,['Biography'. 'Crime'. 'Drama'],Blow,8632.00,0.38,2000.00,4000.00,0.68,2000.00,0.09,294.00,55.00
139,Blue Velvet,tt0090756,1986,0.3,['Crime'. 'Drama'. 'Mystery'],Blue-Velvet,8111.00,0.41,1979.00,3000.00,0.60,4000.00,0.11,195.00,34.00
141,Bodies. Rest & Motion,tt0106447,1993,0.384615385,['Drama'],Bodies.-Rest-&-Motion,6385.00,0.25,1905.00,3000.00,0.57,4000.00,0.16,80.00,17.00
142,Body Heat,tt0082089,1981,0.364864865,['Crime'. 'Drama'. 'Romance'],Body-Heat,8000.00,0.29,1779.00,2000.00,0.50,3000.00,0.18,113.00,22.00
143,Body of Evidence,tt0106453,1993,0.349090909,['Drama'. 'Thriller'],Body-of-Evidence,10154.00,0.25,1883.00,3000.00,0.74,1000.00,0.21,153.00,24.00
144,The Bodyguard,tt0103855,1992,0.44363104,['Action'. 'Drama'. 'Music'],The-Bodyguard,8913.00,0.37,2043.00,4000.00,0.61,5000.00,0.12,264.00,45.00
145,Bones,tt0460627,2005,0.548856549,['Comedy'. 'Crime'. 'Drama'],Bones,10146.00,0.43,2689.00,6000.00,0.68,5000.00,0.14,224.00,28.00
146,The Bonfire of the Vanities,tt0099165,1990,0.421398685,['Comedy'. 'Drama'. 'Romance'],The-Bonfire-of-the-Vanities,10265.00,0.46,2110.00,3000.00,0.73,3000.00,0.12,394.00,64.00
147,Bonnie and Clyde,tt0061418,1967,0.527896996,['Action'. 'Biography'. 'Crime'],Bonnie-and-Clyde,8560.00,0.37,1930.00,4000.00,0.60,4000.00,0.15,152.00,24.00
148,Boogie Nights,tt0118749,1997,0.410232558,['Drama'],Boogie-Nights,9574.00,0.33,2258.00,4000.00,0.61,7000.00,0.10,344.00,53.00
149,The Book of Eli,tt1037705,2010,0.33713355,['Action'. 'Adventure'. 'Drama'],The-Book-of-Eli,9172.00,0.29,1791.00,2000.00,0.80,2000.00,0.20,133.00,23.00
150,The Boondock Saints II: All Saints Day,tt1300851,2009,0.474804826,['Action'. 'Thriller'],The-Boondock-Saints-II:-All-Saints-Day,9930.00,0.43,2511.00,5000.00,0.63,8000.00,0.10,374.00,54.00
151,The Boondock Saints,tt0144117,1999,0.360576923,['Action'. 'Thriller'],The-Boondock-Saints,9524.00,0.37,2159.00,3000.00,0.56,5000.00,0.12,245.00,40.00
152,Bottle Rocket,tt0115734,1996,0.398545935,['Comedy'. 'Crime'. 'Drama'],Bottle-Rocket,12514.00,0.28,1815.00,3000.00,0.78,1000.00,0.21,277.00,33.00
153,Bound,tt0115736,1996,0.533333333,['Crime'. 'Thriller'],Bound,12133.00,0.39,2019.00,3000.00,0.78,1000.00,0.30,139.00,15.00
154,The Bounty Hunter,tt1038919,2010,0.316742081,['Action'. 'Comedy'. 'Romance'],The-Bounty-Hunter,6140.00,0.38,2213.00,4000.00,0.47,9000.00,0.08,161.00,30.00
155,The Bourne Identity,tt0258463,2002,0.527868852,['Action'. 'Mystery'. 'Thriller'],The-Bourne-Identity,5170.00,0.53,2197.00,4000.00,0.59,9000.00,0.08,108.00,38.00
157,The Bourne Ultimatum,tt0440963,2007,0.310669456,['Action'. 'Mystery'. 'Thriller'],The-Bourne-Ultimatum,5647.00,0.41,2337.00,4000.00,0.60,6000.00,0.08,164.00,45.00
158,Braveheart,tt0112573,1995,0.508961303,['Biography'. 'Drama'. 'History'],Braveheart,10053.00,0.38,2197.00,5000.00,0.71,6000.00,0.11,400.00,70.00
159,Brazil,tt0088846,1985,0.346601942,['Drama'. 'Sci-Fi'],Brazil,6818.00,0.39,1965.00,4000.00,0.72,5000.00,0.11,161.00,40.00
161,Breakdown,tt0118771,1997,0.435483871,['Crime'. 'Drama'. 'Mystery'],Breakdown,8800.00,0.28,1821.00,3000.00,0.66,1000.00,0.24,122.00,20.00
162,The Breakfast Club,tt0088847,1985,0.841121495,['Comedy'. 'Drama'],The-Breakfast-Club,19333.00,0.03,1417.00,3000.00,0.68,1000.00,0.61,122.00,9.00
163,Brick,tt0393109,2005,0.332247557,['Crime'. 'Drama'. 'Mystery'],Brick,6444.00,0.34,1810.00,2000.00,0.76,5000.00,0.14,100.00,22.00
164,Bringing Out the Dead,tt0163988,1999,0.350282486,['Drama'. 'Thriller'],Bringing-Out-the-Dead,9488.00,0.34,1887.00,3000.00,0.78,1000.00,0.15,230.00,40.00
165,Broadcast News,tt0092699,1987,0.341015625,['Comedy'. 'Drama'. 'Romance'],Broadcast-News,10943.00,0.29,2044.00,3000.00,0.76,2000.00,0.13,384.00,53.00
166,Broken Arrow,tt0115759,1996,0.419254658,['Action'. 'Adventure'. 'Thriller'],Broken-Arrow,8984.00,0.42,2406.00,4000.00,0.73,3000.00,0.11,179.00,33.00
167,Broken Embraces,tt0913425,2009,0.389312977,['Drama'. 'Romance'. 'Thriller'],Broken-Embraces,8762.00,0.32,2162.00,4000.00,0.64,2000.00,0.13,205.00,36.00
169,Bruce Almighty,tt0315327,2003,0.320420587,['Comedy'. 'Fantasy'],Bruce-Almighty,6947.00,0.44,1949.00,3000.00,0.71,6000.00,0.10,212.00,55.00
170,Buffy the Vampire Slayer,tt0118276,1997,0.606617647,['Action'. 'Drama'. 'Fantasy'],Buffy-the-Vampire-Slayer,13422.00,0.22,2006.00,5000.00,0.60,4000.00,0.21,271.00,33.00
171,Bull Durham,tt0094812,1988,0.566650271,['Comedy'. 'Romance'. 'Sport'],Bull-Durham,14051.00,0.23,1867.00,3000.00,0.65,4000.00,0.22,341.00,34.00
173,Burlesque,tt1126591,2010,0.463525836,['Drama'. 'Music'. 'Musical'],Burlesque,13436.00,0.29,1791.00,3000.00,0.81,2000.00,0.22,275.00,29.00
174,Burn After Reading,tt0887883,2008,0.351606805,['Comedy'. 'Crime'. 'Drama'],Burn-After-Reading,5200.00,0.45,2412.00,4000.00,0.57,6000.00,0.10,128.00,39.00
175,The Butterfly Effect,tt0289879,2004,0.278115502,['Drama'. 'Sci-Fi'. 'Thriller'],The-Butterfly-Effect,8800.00,0.33,1932.00,3000.00,0.73,3000.00,0.13,203.00,31.00
176,The Cable Guy,tt0115798,1996,0.336058872,['Comedy'. 'Drama'. 'Thriller'],The-Cable-Guy,8744.00,0.31,1919.00,3000.00,0.60,6000.00,0.12,225.00,38.00
177,Capote,tt0379725,2005,0.241847826,['Biography'. 'Crime'. 'Drama'],Capote,6435.00,0.38,2131.00,4000.00,0.75,2000.00,0.10,188.00,43.00
178,Casino,tt0112641,1995,0.162039945,['Crime'. 'Drama'],Casino,9628.00,0.42,2060.00,3000.00,0.76,5000.00,0.05,673.00,111.00
179,Cast Away,tt0162222,2000,0.208459215,['Adventure'. 'Drama'. 'Romance'],Cast-Away,5421.00,0.38,1872.00,2000.00,0.81,4000.00,0.10,130.00,37.00
180,Catch Me If You Can,tt0264464,2002,0.114656032,['Biography'. 'Crime'. 'Drama'],Catch-Me-If-You-Can,4429.00,0.50,2177.00,4000.00,0.56,10000.00,0.04,227.00,87.00
182,The Cell,tt0209958,2000,0.510152284,['Crime'. 'Horror'. 'Sci-Fi'],The-Cell,8214.00,0.36,2217.00,5000.00,0.51,5000.00,0.16,148.00,27.00
183,Cellular,tt0337921,2004,0.33072407,['Action'. 'Crime'. 'Thriller'],Cellular,9170.00,0.39,2176.00,4000.00,0.79,2000.00,0.12,271.00,49.00
184,Changeling,tt0824747,2008,0.315225161,['Biography'. 'Crime'. 'Drama'],Changeling,6000.00,0.46,2494.00,5000.00,0.61,3000.00,0.08,206.00,57.00
185,Spin City,tt0115369,1996,0.395228216,['Comedy'],Spin-City,12063.00,0.19,1972.00,4000.00,0.65,2000.00,0.19,248.00,31.00
186,Charade,tt0056923,1963,0.549657534,['Comedy'. 'Mystery'. 'Romance'],Charade,12353.00,0.19,2002.00,4000.00,0.55,4000.00,0.19,227.00,32.00
187,Charlie's Angels: Full Throttle,tt0305357,2003,0.498579545,['Action'. 'Adventure'. 'Comedy'],Charlie's-Angels:-Full-Throttle,12129.00,0.26,2045.00,4000.00,0.65,4000.00,0.17,263.00,29.00
189,Chasing Sleep,tt0221069,2000,0.448818898,['Drama'. 'Horror'. 'Mystery'],Chasing-Sleep,8211.00,0.17,1706.00,2000.00,0.74,3000.00,0.23,87.00,18.00
190,Cherry Falls,tt0175526,2000,0.406542056,['Horror'. 'Mystery'. 'Thriller'],Cherry-Falls,5444.00,0.49,2831.00,7000.00,0.58,3000.00,0.08,174.00,52.00
191,Chinatown,tt0071315,1974,0.240566038,['Drama'. 'Mystery'. 'Thriller'],Chinatown,6800.00,0.40,1898.00,2000.00,0.70,1000.00,0.10,168.00,45.00
192,The Chronicles of Narnia: The Lion. the Witch and the Wardrobe,tt0363771,2005,0.532894737,['Adventure'. 'Family'. 'Fantasy'],The-Chronicles-of-Narnia:-The-Lion.-the-Witch-and-the-Wardrobe,19313.00,0.16,1673.00,3000.00,0.82,1000.00,0.34,391.00,28.00
193,The Cider House Rules,tt0124315,1999,0.503470032,['Drama'. 'Romance'],The-Cider-House-Rules,15789.00,0.32,2024.00,4000.00,0.71,1000.00,0.20,410.00,33.00
194,The Cincinnati Kid,tt0059037,1965,0.755653266,['Drama'],The-Cincinnati-Kid,15707.00,0.19,1832.00,4000.00,0.68,5000.00,0.24,289.00,33.00
195,Cinema Paradiso,tt0095765,1988,0.329411765,['Drama'. 'Romance'],Cinema-Paradiso,6115.00,0.35,2217.00,4000.00,0.57,8000.00,0.09,164.00,47.00
197,Citizen Kane,tt0033467,1941,0.376951673,['Drama'. 'Mystery'],Citizen-Kane,6754.00,0.56,2479.00,4000.00,0.76,4000.00,0.08,210.00,54.00
198,City of Joy,tt0103976,1992,0.398863636,['Drama'],City-of-Joy,10522.00,0.31,2017.00,4000.00,0.68,3000.00,0.14,303.00,44.00
199,Clash of the Titans,tt0800320,2010,0.449781659,['Action'. 'Adventure'. 'Fantasy'],Clash-of-the-Titans,8706.00,0.32,1918.00,3000.00,0.54,6000.00,0.16,194.00,31.00
200,Clerks.,tt0109445,1994,0.426065163,['Comedy'],Clerks.,8154.00,0.37,2043.00,3000.00,0.77,1000.00,0.17,152.00,35.00
201,Cliffhanger,tt0106582,1993,0.554858934,['Action'. 'Adventure'. 'Thriller'],Cliffhanger,13913.00,0.27,1834.00,3000.00,0.74,1000.00,0.31,210.00,23.00
204,Cobb,tt0109450,1994,0.312451057,['Biography'. 'Drama'. 'Sport'],Cobb,7805.00,0.37,1952.00,3000.00,0.80,1000.00,0.13,185.00,40.00
205,Code of Silence,tt0088936,1985,0.330561331,['Action'. 'Crime'. 'Drama'],Code-of-Silence,6818.00,0.36,2232.00,5000.00,0.59,4000.00,0.11,181.00,43.00
206,Cold Mountain,tt0159365,2003,0.356770833,['Adventure'. 'Drama'. 'Romance'],Cold-Mountain,7745.00,0.43,2173.00,4000.00,0.58,3000.00,0.10,225.00,43.00
208,Collateral Damage,tt0233469,2002,0.297587131,['Action'. 'Drama'. 'Thriller'],Collateral-Damage,6292.00,0.36,2009.00,4000.00,0.61,6000.00,0.09,189.00,46.00
209,Confessions of a Dangerous Mind,tt0270288,2002,0.166883963,['Biography'. 'Comedy'. 'Crime'],Confessions-of-a-Dangerous-Mind,4865.00,0.45,2182.00,5000.00,0.57,6000.00,0.05,202.00,73.00
210,Confidence,tt0310910,2003,0.467889908,['Crime'. 'Thriller'],Confidence,15852.00,0.19,1791.00,3000.00,0.70,2000.00,0.24,281.00,26.00
211,Constantine,tt0360486,2005,0.302013423,['Action'. 'Fantasy'. 'Horror'],Constantine,5769.00,0.34,2022.00,4000.00,0.51,3000.00,0.14,100.00,26.00
212,The Cooler,tt0318374,2003,0.436149312,['Drama'. 'Romance'],The-Cooler,9176.00,0.31,1892.00,3000.00,0.73,4000.00,0.19,189.00,32.00
213,Copycat,tt0112722,1995,0.33604888,['Drama'. 'Mystery'. 'Thriller'],Copycat,4279.00,0.44,2301.00,4000.00,0.58,10000.00,0.08,107.00,41.00
214,Coraline,tt0327597,2009,0.277777778,['Animation'. 'Drama'. 'Family'],Coraline,7667.00,0.40,1875.00,2000.00,0.85,1000.00,0.13,155.00,28.00
216,Cradle 2 the Grave,tt0306685,2003,0.507393715,['Action'. 'Crime'. 'Drama'],Cradle-2-the-Grave,10462.00,0.35,2186.00,4000.00,0.63,3000.00,0.16,248.00,38.00
217,Crank,tt0479884,2006,0.163313609,['Action'. 'Crime'. 'Thriller'],Crank,6286.00,0.36,2067.00,4000.00,0.57,10000.00,0.06,153.00,40.00
218,Crash,tt0375679,2004,0.348214286,['Crime'. 'Drama'. 'Thriller'],Crash,6133.00,0.29,1971.00,3000.00,0.50,1000.00,0.24,57.00,15.00
220,Crime Spree,tt0310924,2003,0.530795073,['Action'. 'Comedy'. 'Crime'],Crime-Spree,14255.00,0.29,2227.00,4000.00,0.60,5000.00,0.14,457.00,46.00
221,Crouching Tiger. Hidden Dragon,tt0190332,2000,0.46395806,['Action'. 'Adventure'. 'Drama'],Crouching-Tiger.-Hidden-Dragon,8182.00,0.39,2101.00,4000.00,0.65,2000.00,0.17,159.00,33.00
222,Croupier,tt0159382,1998,0.268656716,['Crime'. 'Drama'],Croupier,8061.00,0.37,1861.00,2000.00,0.63,2000.00,0.13,173.00,33.00
223,The Crow: Salvation,tt0132910,2000,0.368275862,['Action'. 'Crime'. 'Fantasy'],The-Crow:-Salvation,7000.00,0.33,2030.00,4000.00,0.65,4000.00,0.14,143.00,33.00
224,The Crow,tt0109506,1994,0.367058824,['Action'. 'Crime'. 'Drama'],The-Crow,6600.00,0.37,2340.00,5000.00,0.54,1000.00,0.16,119.00,30.00
225,The Crow: City of Angels,tt0115986,1996,0.386416862,['Action'. 'Crime'. 'Fantasy'],The-Crow:-City-of-Angels,7440.00,0.25,1924.00,4000.00,0.70,2000.00,0.20,111.00,21.00
226,Cruel Intentions,tt0139134,1999,0.510989011,['Drama'. 'Romance'],Cruel-Intentions,8375.00,0.25,1900.00,4000.00,0.67,1000.00,0.28,92.00,16.00
227,The Crying Game,tt0104036,1992,0.556034483,['Crime'. 'Drama'. 'Romance'],The-Crying-Game,14533.00,0.25,1686.00,3000.00,0.77,1000.00,0.37,143.00,14.00
229,The Curious Case of Benjamin Button,tt0421715,2008,0.335649757,['Drama'. 'Fantasy'. 'Romance'],The-Curious-Case-of-Benjamin-Button,12130.00,0.33,2130.00,4000.00,0.68,2000.00,0.13,373.00,46.00
231,The Damned United,tt1226271,2009,0.267621145,['Biography'. 'Drama'. 'Sport'],The-Damned-United,7459.00,0.35,1911.00,3000.00,0.72,1000.00,0.13,166.00,35.00
232,Dances with Wolves,tt0099348,1990,0.506493506,['Adventure'. 'Drama'. 'Western'],Dances-with-Wolves,6051.00,0.49,2278.00,4000.00,0.57,8000.00,0.10,146.00,39.00
234,Dark Star,tt0069945,1974,0.677419355,['Comedy'. 'Sci-Fi'],Dark-Star,8545.00,0.06,1429.00,2000.00,0.53,4000.00,0.29,64.00,11.00
235,Darkman,tt0099365,1990,0.450754853,['Action'. 'Sci-Fi'. 'Thriller'],Darkman,12921.00,0.35,1979.00,4000.00,0.79,5000.00,0.12,189.00,41.00
236,Date Night,tt1279935,2010,0.303387334,['Comedy'. 'Crime'. 'Romance'],Date-Night,10326.00,0.31,1836.00,2000.00,0.83,1000.00,0.16,210.00,33.00
238,Day of the Dead,tt0088993,1985,0.478947368,['Horror'. 'Thriller'],Day-of-the-Dead,5674.00,0.52,2489.00,5000.00,0.53,6000.00,0.10,134.00,34.00
239,The Day the Clown Cried,tt0068451,1972,0.579768495,['Drama'],The-Day-the-Clown-Cried,12000.00,0.30,1835.00,3000.00,0.73,3000.00,0.19,298.00,40.00
240,The Day the Earth Stood Still,tt0043456,1951,0.607453416,['Drama'. 'Sci-Fi'],The-Day-the-Earth-Stood-Still,7077.00,0.49,2302.00,5000.00,0.67,6000.00,0.14,154.00,34.00
241,Days of Heaven,tt0077405,1978,0.376884422,['Drama'. 'Romance'],Days-of-Heaven,10200.00,0.24,1817.00,3000.00,0.67,3000.00,0.20,143.00,16.00
242,Dead Poets Society,tt0097165,1989,0.689222542,['Comedy'. 'Drama'],Dead-Poets-Society,21378.00,0.22,1808.00,3000.00,0.79,2000.00,0.28,629.00,44.00
243,Death at a Funeral,tt0795368,2007,0.824615385,['Comedy'],Death-at-a-Funeral,25200.00,0.08,1509.00,3000.00,0.83,2000.00,0.48,356.00,19.00
244,Death to Smoochy,tt0266452,2002,0.370408163,['Comedy'. 'Crime'. 'Drama'],Death-to-Smoochy,7240.00,0.49,2462.00,4000.00,0.75,1000.00,0.10,211.00,48.00
246,Deep Cover,tt0104073,1992,0.377182771,['Action'. 'Crime'. 'Thriller'],Deep-Cover,8615.00,0.34,2083.00,4000.00,0.71,4000.00,0.13,199.00,34.00
247,Deep Rising,tt0118956,1998,0.648083624,['Action'. 'Adventure'. 'Horror'],Deep-Rising,16762.00,0.27,1786.00,3000.00,0.80,1000.00,0.37,243.00,19.00
248,The Deer Hunter,tt0077416,1978,0.409309791,['Drama'. 'War'],The-Deer-Hunter,7600.00,0.33,2179.00,5000.00,0.51,6000.00,0.10,193.00,38.00
249,Defiance,tt1034303,2008,0.404903418,['Action'. 'Drama'. 'History'],Defiance,12029.00,0.30,2006.00,4000.00,0.63,7000.00,0.11,509.00,57.00
250,The Departed,tt0407887,2006,0.276999176,['Crime'. 'Drama'. 'Thriller'],The-Departed,7273.00,0.40,2350.00,4000.00,0.55,3000.00,0.08,236.00,49.00
251,Detroit Rock City,tt0165710,1999,0.358630952,['Adventure'. 'Comedy'. 'Music'],Detroit-Rock-City,10157.00,0.28,2144.00,4000.00,0.80,5000.00,0.12,281.00,43.00
252,Devil in a Blue Dress,tt0112857,1995,0.301526718,['Crime'. 'Drama'. 'Mystery'],Devil-in-a-Blue-Dress,7257.00,0.37,1904.00,3000.00,0.71,2000.00,0.14,149.00,35.00
253,The Devil's Advocate,tt0118971,1997,0.33170049,['Drama'. 'Mystery'. 'Thriller'],The-Devil's-Advocate,8565.00,0.32,2011.00,3000.00,0.60,4000.00,0.12,257.00,46.00
254,Die Hard,tt0095016,1988,0.519573835,['Action'. 'Thriller'],Die-Hard,14333.00,0.20,1872.00,3000.00,0.76,2000.00,0.21,418.00,48.00
255,The Distinguished Gentleman,tt0104114,1992,0.444820582,['Comedy'. 'Crime'],The-Distinguished-Gentleman,11736.00,0.28,1869.00,3000.00,0.75,3000.00,0.15,367.00,52.00
256,Disturbia,tt0486822,2007,0.398230088,['Crime'. 'Drama'. 'Mystery'],Disturbia,7000.00,0.26,1747.00,2000.00,0.62,5000.00,0.17,111.00,21.00
257,Do the Right Thing,tt0097216,1989,0.552021808,['Comedy'. 'Drama'],Do-the-Right-Thing,14811.00,0.28,1745.00,3000.00,0.70,2000.00,0.27,290.00,30.00
258,Dog Day Afternoon,tt0072890,1975,0.61055525,['Biography'. 'Crime'. 'Drama'],Dog-Day-Afternoon,17705.00,0.26,1821.00,4000.00,0.77,4000.00,0.23,338.00,39.00
260,Donnie Brasco,tt0119008,1997,0.335002504,['Biography'. 'Crime'. 'Drama'],Donnie-Brasco,10549.00,0.38,2069.00,4000.00,0.72,2000.00,0.13,305.00,44.00
261,The Doors,tt0101761,1991,0.387304444,['Biography'. 'Drama'. 'Music'],The-Doors,16198.00,0.33,2015.00,5000.00,0.79,4000.00,0.12,718.00,91.00
262,Double Indemnity,tt0036775,1944,0.340490798,['Crime'. 'Drama'. 'Film-Noir'],Double-Indemnity,4733.00,0.31,1753.00,2000.00,0.47,7000.00,0.11,82.00,21.00
263,Drag Me to Hell,tt1127180,2009,0.358463727,['Horror'],Drag-Me-to-Hell,7733.00,0.32,1871.00,3000.00,0.76,1000.00,0.18,98.00,22.00
264,Dragonslayer,tt0082288,1981,0.614173228,['Action'. 'Adventure'. 'Fantasy'],Dragonslayer,13500.00,0.17,1525.00,2000.00,0.79,1000.00,0.48,136.00,15.00
265,Drop Dead Gorgeous,tt0157503,1999,0.598537604,['Comedy'. 'Romance'. 'Thriller'],Drop-Dead-Gorgeous,12113.00,0.26,1973.00,4000.00,0.58,9000.00,0.15,401.00,53.00
266,A Dry White Season,tt0097243,1989,0.36455246,['Drama'. 'Thriller'],A-Dry-White-Season,8242.00,0.51,2277.00,4000.00,0.68,6000.00,0.09,325.00,65.00
268,Dumb & Dumber,tt0109686,1994,0.29132948,['Comedy'],Dumb-&-Dumber,7579.00,0.34,2137.00,4000.00,0.65,1000.00,0.13,183.00,37.00
269,Dune,tt0087182,1984,0.42192691,['Action'. 'Adventure'. 'Sci-Fi'],Dune,9056.00,0.30,2098.00,4000.00,0.64,3000.00,0.16,199.00,34.00
271,Eagle Eye,tt1059786,2008,0.288491855,['Action'. 'Mystery'. 'Thriller'],Eagle-Eye,6558.00,0.54,2739.00,5000.00,0.70,8000.00,0.05,315.00,77.00
272,Eastern Promises,tt0765443,2007,0.46875,['Crime'. 'Drama'. 'Thriller'],Eastern-Promises,8522.00,0.33,2162.00,4000.00,0.65,1000.00,0.21,122.00,22.00
273,Edtv,tt0131369,1999,0.356536503,['Comedy'. 'Drama'],Edtv,8610.00,0.49,2504.00,6000.00,0.64,5000.00,0.07,417.00,82.00
274,Ed Wood,tt0109707,1994,0.363778473,['Biography'. 'Comedy'. 'Drama'],Ed-Wood,11735.00,0.26,1896.00,3000.00,0.68,6000.00,0.11,521.00,68.00
276,Eight Legged Freaks,tt0271367,2002,0.610169492,['Action'. 'Adventure'. 'Comedy'],Eight-Legged-Freaks,16769.00,0.18,1816.00,3000.00,0.73,2000.00,0.27,316.00,25.00
278,Election,tt0126886,1999,0.369589345,['Comedy'. 'Romance'],Election,7150.00,0.32,2090.00,3000.00,0.57,3000.00,0.12,171.00,39.00
279,The Elephant Man,tt0080678,1980,0.322625698,['Biography'. 'Drama'],The-Elephant-Man,5915.00,0.44,2256.00,4000.00,0.61,7000.00,0.09,180.00,47.00
280,Elizabeth: The Golden Age,tt0414055,2007,0.51023622,['Biography'. 'Drama'. 'History'],Elizabeth:-The-Golden-Age,9320.00,0.36,2469.00,5000.00,0.52,6000.00,0.12,267.00,46.00
281,Enemy of the State,tt0120660,1998,0.264101212,['Action'. 'Thriller'],Enemy-of-the-State,5588.00,0.43,2174.00,4000.00,0.57,8000.00,0.07,221.00,67.00
282,The English Patient,tt0116209,1996,0.372208437,['Drama'. 'Romance'. 'War'],The-English-Patient,8743.00,0.47,2585.00,5000.00,0.70,1000.00,0.13,211.00,34.00
283,Entrapment,tt0137494,1999,0.469879518,['Action'. 'Crime'. 'Romance'],Entrapment,6333.00,0.09,1578.00,2000.00,0.64,3000.00,0.29,60.00,12.00
286,Erin Brockovich,tt0195685,2000,0.170454545,['Biography'. 'Drama'],Erin-Brockovich,6455.00,0.37,2070.00,3000.00,0.53,4000.00,0.08,198.00,42.00
287,Escape from L.A.,tt0116225,1996,0.37005988,['Action'. 'Adventure'. 'Sci-Fi'],Escape-from-L.A.,7487.00,0.34,2108.00,5000.00,0.65,5000.00,0.12,166.00,31.00
288,Escape from New York,tt0082340,1981,0.334494774,['Action'. 'Adventure'. 'Sci-Fi'],Escape-from-New-York,5563.00,0.37,2233.00,4000.00,0.52,6000.00,0.10,116.00,29.00
289,Eternal Sunshine of the Spotless Mind,tt0338013,2004,0.344554455,['Drama'. 'Romance'. 'Sci-Fi'],Eternal-Sunshine-of-the-Spotless-Mind,10188.00,0.38,2617.00,6000.00,0.69,1000.00,0.14,213.00,31.00
290,Even Cowgirls Get the Blues,tt0106834,1993,0.36809816,['Comedy'. 'Drama'. 'Romance'],Even-Cowgirls-Get-the-Blues,5535.00,0.43,2130.00,3000.00,0.68,6000.00,0.11,126.00,41.00
291,Event Horizon,tt0119081,1997,0.606741573,['Horror'. 'Sci-Fi'. 'Thriller'],Event-Horizon,21545.00,0.17,1743.00,3000.00,0.71,4000.00,0.24,357.00,16.00
292,The Evil Dead,tt0083907,1981,1,['Horror'],The-Evil-Dead,25600.00,0.00,1000.00,1000.00,1000.00,1000.00,1000.00,98.00,5.00
293,Evil Dead II,tt0092991,1987,0.75,['Comedy'. 'Horror'],Evil-Dead-II,6750.00,0.26,1835.00,4000.00,0.54,3000.00,0.26,71.00,14.00
294,Excalibur,tt0082348,1981,0.545454545,['Adventure'. 'Drama'. 'Fantasy'],Excalibur,10387.00,0.30,2023.00,4000.00,0.67,2000.00,0.21,189.00,31.00
295,Extract,tt1225822,2009,0.446078431,['Comedy'. 'Crime'. 'Romance'],Extract,8714.00,0.34,1974.00,3000.00,0.74,1000.00,0.20,130.00,22.00
296,The Fabulous Baker Boys,tt0097322,1989,0.242358079,['Comedy'. 'Drama'. 'Music'],The-Fabulous-Baker-Boys,8154.00,0.25,1995.00,4000.00,0.72,4000.00,0.11,192.00,38.00
297,Face/Off,tt0119094,1997,0.356741573,['Action'. 'Crime'. 'Sci-Fi'],Face/Off,9100.00,0.33,2034.00,3000.00,0.67,3000.00,0.14,226.00,40.00
298,Fair Game,tt0977855,2010,0.369996746,['Biography'. 'Drama'. 'Thriller'],Fair-Game,8261.00,0.41,2244.00,4000.00,0.77,2000.00,0.09,230.00,60.00
299,The Family Man,tt0218967,2000,0.200636943,['Comedy'. 'Drama'. 'Fantasy'],The-Family-Man,6563.00,0.33,1871.00,2000.00,0.77,1000.00,0.13,141.00,32.00
300,Fantastic Four,tt0120667,2005,0.451013514,['Action'. 'Adventure'. 'Fantasy'],Fantastic-Four,12350.00,0.28,2126.00,4000.00,0.65,4000.00,0.15,318.00,35.00
301,Fantastic Mr. Fox,tt0432283,2009,0.577840909,['Animation'. 'Adventure'. 'Comedy'],Fantastic-Mr.-Fox,13813.00,0.22,1837.00,3000.00,0.78,1000.00,0.29,252.00,26.00
302,Fargo,tt0116282,1996,0.316582915,['Crime'. 'Thriller'],Fargo,5450.00,0.51,2331.00,4000.00,0.53,5000.00,0.09,124.00,40.00
303,Fast Times at Ridgemont High,tt0083929,1982,0.318762609,['Comedy'. 'Drama'],Fast-Times-at-Ridgemont-High,7220.00,0.46,2364.00,4000.00,0.74,2000.00,0.09,250.00,57.00
304,Fatal Instinct,tt0106873,1993,0.3621673,['Comedy'. 'Crime'. 'Thriller'],Fatal-Instinct,7200.00,0.37,2110.00,4000.00,0.63,5000.00,0.11,171.00,36.00
305,Fear and Loathing in Las Vegas,tt0120669,1998,0.185361217,['Adventure'. 'Comedy'. 'Drama'],Fear-and-Loathing-in-Las-Vegas,6195.00,0.28,1986.00,4000.00,0.65,2000.00,0.10,140.00,37.00
306,Babette's Feast,tt0092603,1987,0.884034948,['Drama'],Babette's-Feast,29829.00,0.10,1470.00,4000.00,0.87,2000.00,0.45,581.00,30.00
307,Ferris Bueller's Day Off,tt0091042,1986,0.439849624,['Comedy'],Ferris-Bueller's-Day-Off,7208.00,0.43,2388.00,5000.00,0.48,8000.00,0.09,222.00,43.00
308,The Fifth Element,tt0119116,1997,0.375796178,['Action'. 'Adventure'. 'Sci-Fi'],The-Fifth-Element,8719.00,0.45,2513.00,5000.00,0.62,3000.00,0.09,338.00,64.00
309,Fight Club,tt0137523,1999,0.203571429,['Drama'],Fight-Club,6360.00,0.42,2055.00,4000.00,0.60,3000.00,0.08,184.00,46.00
310,Final Destination,tt0195714,2000,0.623493976,['Horror'. 'Thriller'],Final-Destination,13125.00,0.21,1705.00,3000.00,0.81,2000.00,0.30,225.00,27.00
311,Final Destination 2,tt0309593,2003,0.564068692,['Horror'. 'Thriller'],Final-Destination-2,13756.00,0.25,1969.00,4000.00,0.60,4000.00,0.21,379.00,41.00
